property_type,sector,price,bedRoom,bathroom,balcony,agePossession,built_up_area,servant room,store room,furnishing_type,luxury_category,floor_category
flat, Annapurna Kasturi Heights,2.2,2,2,1,Relatively New,1528,0,0,1,Low,Mid Floor
flat, Aadi Allure Wings A To E,3.5,4,5,3+,Relatively New,2577,1,0,2,High,Mid Floor
flat, Ajmera Vishwa Nagri Building No 3 And 4,1.6,4,6,3+,Relatively New,2611,1,0,0,Low,Mid Floor
flat, Lodha Bellagio Delhi,2.15,3,5,3,New Property,2179,0,0,0,Medium,Low Floor
flat, Aristocrat Jai Savitri CHSL,0.2,1,1,1,Relatively New,407,0,0,0,Medium,Mid Floor
flat, Aadi Allure Wings A To E,3,4,5,2,Relatively New,2882,1,0,1,Medium,Mid Floor
flat," Lodha Allura, Worli",0.58,2,2,2,Relatively New,822,0,0,0,Medium,Mid Floor
flat, Godrej Horizon Delhi,2.85,3,3,3,Under Construction,1828,0,0,1,Medium,High Floor
flat, Piramal Mahalaxmi,2.4,3,4,3+,Relatively New,2334,0,0,1,Low,Mid Floor
flat, ACME Ozone,6.5,4,4,3+,Relatively New,3846,1,0,0,Medium,Low Floor
flat, Arihant Residency,1.28,3,3,3,Relatively New,1265,0,0,1,Medium,High Floor
flat, Ajmera Vishwa Nagri Building No 3 And 4,0.85,3,2,2,Moderately Old,1508,0,0,0,Low,Mid Floor
flat, ACME Oasis,4.25,5,5,3+,Relatively New,3511,1,0,0,Medium,Mid Floor
flat, ACME Ozone Phase 2,0.8,2,2,3,New Property,1089,0,0,0,High,Mid Floor
flat, Godrej Horizon Delhi,2.25,2,2,3,Under Construction,1592,0,0,0,Low,Mid Floor
house, Raymond Tenx Habitat Delhi,10,4,5,3+,New Property,3600,1,0,1,Low,Low Floor
flat, Arsiwala Essar Apex,0.8,2,2,2,Under Construction,860,0,0,0,Low,Low Floor
flat, A Kumar Vastu Pinnacle,4.02,3,3,1,Under Construction,2550,0,0,0,Low,Mid Floor
flat, ACME Ozone Phase 2,2.4,4,6,3+,Relatively New,2456,1,0,0,High,High Floor
flat, Ashish,1.12,3,3,2,Moderately Old,1500,0,0,1,Medium,High Floor
flat, Apna Ghar,1.05,4,4,3+,New Property,1896,0,0,0,Medium,Mid Floor
flat, Ankurdev Danvijay CHSL,1.7,3,2,3,Old Property,1585,0,1,0,Medium,Mid Floor
flat, Lodha Bellagio Delhi,2.1,4,4,3,Relatively New,2600,0,0,0,Low,Low Floor
flat, Aadinath Developers Prem Narayan Residency,4.25,3,4,3+,Old Property,3201,1,0,1,Medium,Mid Floor
flat, Piramal Mahalaxmi,2.22,3,4,3+,Relatively New,2000,1,0,0,Medium,High Floor
house, Ahuja Prasadam,3.08,6,4,2,Moderately Old,2700,0,0,0,Low,Low Floor
flat, Piramal Mahalaxmi,2.5,3,3,3,Under Construction,1653,0,0,0,High,High Floor
flat, Birla Niyaara Worli,0.95,2,2,1,New Property,930,0,0,1,Medium,High Floor
house, Atlanta CHS,9.5,5,5,3+,Relatively New,2250,1,0,1,Medium,Low Floor
flat, Anora Residency,0.87,2,3,3+,Relatively New,1300,0,0,0,Medium,Mid Floor
flat, AP White Rose,0.6,2,2,0,Relatively New,790,0,0,1,Low,Low Floor
flat, Arihant Anmol Phase II,1.2,2,3,1,Relatively New,1222,0,0,0,High,Low Floor
flat, Avanya,1.3,3,3,3+,Relatively New,1554,0,0,1,High,Mid Floor
flat," Lodha Allura, Worli",0.9,3,2,0,Under Construction,1120,0,0,0,Medium,Low Floor
flat, Godrej Horizon Delhi,2.36,3,3,3,Relatively New,1493,1,0,1,High,Low Floor
flat, Agami Emerald,1.3,2,2,2,New Property,1095,0,0,0,Low,Mid Floor
flat, Agami Emerald,0.4,2,2,2,Relatively New,724,0,0,2,Low,Low Floor
flat, Anora Residency,0.9,3,3,3,Under Construction,1500,0,0,0,Medium,Low Floor
flat, Atlantic heritage,4.85,3,4,3+,Relatively New,1875,1,0,1,Low,High Floor
flat," Lodha Allura, Worli",0.54,2,2,1,Relatively New,922,0,0,0,Low,Low Floor
flat, Lodha Bellagio Delhi,1.5,4,5,3+,New Property,2017,1,0,1,Low,Mid Floor
flat, Avanya,1.29,3,3,3+,Relatively New,1690,0,0,1,High,Low Floor
flat," Lodha Allura, Worli",2.6,2,2,2,New Property,4986,0,0,0,Low,Mid Floor
house, Prestige Jasdan Classic,4.5,3,3,2,Old Property,1350,0,0,1,Medium,Low Floor
house, Mahindra Happinest Kalyan,0.35,2,1,0,Old Property,360,0,0,0,Low,Low Floor
flat, Ashford Royale,1.62,3,5,3,Relatively New,1527,1,0,0,Low,Mid Floor
flat, Lodha Bellagio Delhi,1.3,2,2,3+,Relatively New,1491,0,1,0,Medium,Mid Floor
flat, Raymond Tenx Habitat Delhi,1.88,4,5,3,Relatively New,2765,0,0,0,Medium,Mid Floor
flat, Raymond Tenx Habitat Delhi,1.7,3,3,3,Relatively New,1550,0,0,0,Medium,High Floor
house, Acharya Aashram,4.35,3,8,2,Relatively New,1836,0,0,1,Low,Mid Floor
flat, Lodha Bellagio Delhi,2.15,4,5,3+,Relatively New,2545,1,0,0,High,Low Floor
flat, ACME Avenue,1.45,3,2,3+,New Property,1365,0,0,0,Low,Mid Floor
flat, Arkade Earth Hazel,0.78,2,2,2,New Property,1360,0,0,0,Medium,Mid Floor
flat, Annapurna Kasturi Heights,3.83,3,4,2,Relatively New,2000,1,0,1,High,Mid Floor
flat," Sheth Beau Pride, Bandra",0.62,2,2,2,New Property,1498,0,0,0,Low,Mid Floor
flat, Amardeep Anutham,1.4,4,6,3+,Relatively New,1535,1,0,0,High,Mid Floor
flat, Arkade Earth,0.94,1,2,2,Moderately Old,746,0,0,0,Low,Low Floor
flat, Raymond Tenx Habitat Delhi,2,4,4,2,Relatively New,2380,1,0,0,Medium,High Floor
flat," Planet Godrej, Mahalaxmi",7,4,4,3+,Relatively New,5430,1,0,0,Medium,Mid Floor
flat, Arkade Earth,0.8,1,1,1,Moderately Old,720,0,0,0,Low,Low Floor
house, ACME Ozone,8.6,4,5,3+,Relatively New,7000,0,0,1,Low,Mid Floor
flat, ACME Oasis,3.45,4,4,3,Moderately Old,3077,1,0,1,Medium,Mid Floor
house, Amidhara,7,3,2,0,Moderately Old,2160,0,0,0,Low,Low Floor
flat, Ashwamedh Atlantis,1.8,4,4,3+,Moderately Old,2005,0,0,0,Low,Mid Floor
flat, Lodha Bellagio Delhi,1.49,4,5,3+,Relatively New,2017,1,0,1,Medium,Mid Floor
flat," Lodha Allura, Worli",0.88,2,2,2,Relatively New,1016,0,0,2,Medium,High Floor
house, Ajmera Redwood Building,7.5,3,3,2,Old Property,4518,1,0,1,Low,Low Floor
house, Birla Niyaara Worli,4,4,4,3+,Relatively New,6000,1,0,0,High,Low Floor
flat, Arkade Earth Hazel,1.25,2,2,3,Moderately Old,1339,0,0,0,Low,High Floor
house, Atlanta CHS,8.5,5,5,3,Moderately Old,2700,1,0,1,Medium,Mid Floor
flat, Atlanta CHS,2.5,4,4,3+,Relatively New,2398,0,0,1,Medium,Low Floor
flat," Lodha Allura, Worli",0.78,3,3,3,Relatively New,1344,0,0,0,High,Low Floor
house, Mahindra Happinest Kalyan,3.5,8,8,3+,Relatively New,4800,1,0,2,Medium,Mid Floor
flat," Lodha Allura, Worli",0.68,2,2,2,New Property,916,0,0,0,Medium,Mid Floor
flat," Lodha Allura, Worli",0.75,2,2,2,Moderately Old,1350,0,0,0,Medium,Mid Floor
flat," Ahuja Towers, Prabhadevi",1.13,3,3,2,Under Construction,1473,0,0,0,Medium,Mid Floor
flat, Ambrosia,0.98,3,3,3,Relatively New,1490,0,0,0,Medium,High Floor
flat, Ashwamedh Atlantis,1.29,3,3,3,Relatively New,1540,0,0,0,High,Mid Floor
flat," Lodha Allura, Worli",0.3,2,2,2,Relatively New,524,0,0,2,Medium,Mid Floor
flat, Apna Ghar,2.24,4,4,3,Relatively New,3165,1,0,0,Low,High Floor
flat, Agami Emerald,2.15,3,3,3+,New Property,1439,0,0,0,Low,Low Floor
flat, Ambrosia,2.52,4,4,3+,Relatively New,2800,1,1,1,High,High Floor
house, Acropolis,0.7,1,1,0,Moderately Old,900,0,0,0,Low,Low Floor
flat, Piramal Mahalaxmi,1.75,3,4,3+,Relatively New,1748,1,0,1,Medium,High Floor
house, Aditya Purnima Pride,3.75,5,5,3+,Relatively New,3400,0,0,0,Low,Mid Floor
house, Amidhara,15,4,4,2,Moderately Old,4500,1,0,0,High,Low Floor
house, Adinath Saanvi Heights,1.4,3,3,2,New Property,1700,0,0,0,Medium,Mid Floor
house, Arihant Aloki Phase 1,2.4,10,5,3,Old Property,2700,1,0,0,Low,Low Floor
flat, Adhiraj Zinnia,2.6,2,2,3,Relatively New,2441,0,0,0,High,Mid Floor
flat, Agarwal Paramount,2.1,2,2,2,New Property,1365,1,0,0,Medium,High Floor
flat, Arkade Earth Hazel,0.43,2,2,1,New Property,557,0,0,0,Medium,Mid Floor
flat, Amidhara,3.25,3,4,3+,Old Property,2819,1,0,1,Medium,Mid Floor
house, Andheri Green Field Towers CHSL,8.81,8,6,3+,Moderately Old,3240,1,0,1,Low,Mid Floor
flat, The M D Co Op Housing Federation,0.4,1,1,1,Relatively New,436,0,0,0,Low,Mid Floor
flat, Godrej Horizon Delhi,2.85,4,4,3,Relatively New,2194,1,0,0,Low,Mid Floor
house, Atlanta CHS,9.85,5,5,2,Old Property,3323,1,0,0,Low,Mid Floor
flat, Ashwamedh Atlantis,1.25,3,4,3+,Old Property,1608,1,0,2,Low,Low Floor
flat, Agarwal Paramount,3.95,3,3,3,New Property,2876,1,0,1,Low,High Floor
flat, Hiranandani Garden Powai,1.24,2,2,3+,Moderately Old,1050,0,0,1,High,High Floor
flat, Adani Estates Western Heights Phase 1 Residential,1.3,4,4,3+,Moderately Old,2580,0,0,0,Low,Mid Floor
house, Ashiana Prem Aangan,4.31,5,4,3,Old Property,1350,0,0,0,Low,Mid Floor
flat," Sheth Beau Pride, Bandra",0.6,3,2,3,Moderately Old,1333,0,0,1,Low,Mid Floor
flat, Godrej Horizon Delhi,3.29,3,3,3,New Property,1828,0,0,0,Low,High Floor
house, Mahindra Happinest Kalyan,2.75,6,6,2,Old Property,2228,0,0,0,Low,Low Floor
flat, Amidhara,2.7,3,3,3+,Moderately Old,2357,1,0,0,Medium,Mid Floor
flat, Arihant Anmol Phase II,1.51,3,3,2,Relatively New,1325,0,0,2,High,Low Floor
flat, Arihant Residency,2.55,4,5,2,New Property,2675,1,0,0,Low,Mid Floor
flat, Ankurdev Danvijay CHSL,2.09,4,4,3+,Relatively New,2300,0,0,1,Medium,Mid Floor
flat, Ankurdev Danvijay CHSL,1.37,3,3,3+,Old Property,1450,0,0,0,High,Low Floor
flat," Lodha Allura, Worli",0.48,2,2,2,Under Construction,995,0,0,0,Low,High Floor
house, Ace Homes,2.15,3,3,3,Moderately Old,900,0,1,0,Low,Mid Floor
flat, Aadi Allure Wings A To E,3.46,4,4,3+,New Property,2599,1,0,2,High,Mid Floor
house, Prestige Jasdan Classic,19,6,8,3+,Moderately Old,4500,1,1,1,Medium,Mid Floor
flat, Lodha Bellagio Delhi,2.5,4,5,3+,Under Construction,2013,0,0,1,Low,High Floor
flat," Lodha Allura, Worli",0.75,2,2,0,Relatively New,1081,0,0,0,Medium,Low Floor
flat, Godrej Horizon Delhi,3,3,3,3,Under Construction,1667,0,0,0,Medium,High Floor
flat, Ashish,1.12,3,3,2,Relatively New,1200,1,1,1,High,Mid Floor
flat," Sheth Beau Pride, Bandra",1.42,3,3,2,Relatively New,1738,0,0,0,Medium,Mid Floor
flat, Agarwal Agarwal Exotica,1.9,4,4,3,Relatively New,2465,1,0,0,Medium,Mid Floor
house, Amidhara,7.42,4,4,3,Old Property,3200,0,0,1,Medium,Low Floor
flat, Adinath Saanvi Heights,1.25,3,4,3+,Under Construction,1774,0,0,0,Medium,Mid Floor
flat, Piramal Mahalaxmi,2.12,3,3,3,Relatively New,1852,0,0,0,Medium,Mid Floor
flat, Agami Emerald,1.7,3,3,3+,New Property,1500,1,0,0,Low,Mid Floor
flat, Ashar Edge,1.47,2,2,2,New Property,1278,0,0,0,Medium,Mid Floor
flat, Adinath Saanvi Heights,1.39,3,3,3+,Relatively New,1955,1,0,1,Medium,High Floor
flat, Ashish,1.75,3,3,3,Relatively New,1600,1,0,1,High,Mid Floor
flat, Agarwal Paramount,2.45,2,2,2,New Property,1200,0,0,2,High,Mid Floor
house, Adityaraj Saphalya,8,6,7,3+,Moderately Old,3600,1,0,1,Low,High Floor
flat, Amardeep Anutham,1.32,4,5,3+,Relatively New,1535,1,0,0,Low,High Floor
flat, Avanya,0.52,3,2,2,Relatively New,717,0,0,0,Low,Mid Floor
flat, Ashar Sapphire,1.45,2,2,2,Relatively New,1080,0,0,0,Medium,Mid Floor
flat, Avanya,0.28,2,2,2,Relatively New,543,0,0,0,Low,Mid Floor
flat, Aadi Allure Wings A To E,1.15,3,2,3+,Relatively New,1352,0,0,0,Medium,High Floor
house, Atlanta CHS,2.1,10,10,3+,New Property,549,1,0,0,Low,Mid Floor
house, Adani The Views Delhi,0.65,3,2,1,Relatively New,720,0,0,0,Low,Low Floor
flat, Amarnath Towers,1.31,2,2,3+,Relatively New,1463,0,0,0,Medium,Mid Floor
flat, Ashish,0.75,2,2,2,Relatively New,1150,0,0,1,Medium,High Floor
flat, Ambrosia,1.8,3,4,3,New Property,2544,0,0,0,Medium,High Floor
flat, Raymond Tenx Habitat Delhi,2.22,3,4,3,Relatively New,1860,1,1,0,Low,High Floor
flat, Piramal Mahalaxmi,1.4,3,3,3,Relatively New,1300,1,0,0,Low,Mid Floor
house, Acropolis,2.55,3,3,2,Old Property,1557,0,0,0,Low,Low Floor
house, Ashiana Prem Aangan,10.5,4,4,2,Old Property,3618,1,0,1,Medium,Low Floor
flat, Anora Residency,1.4,4,5,3,Relatively New,2343,1,0,0,Low,Mid Floor
flat," Lodha Allura, Worli",0.52,2,2,2,Relatively New,913,0,0,0,High,Mid Floor
flat," Lodha Allura, Worli",0.3,2,2,2,New Property,605,0,0,0,Medium,Mid Floor
flat, Piramal Mahalaxmi,1.9,3,4,3+,Relatively New,1757,1,0,0,High,High Floor
house, ANA Avant Garde Phase 1,8.5,4,4,2,Moderately Old,3240,1,1,0,Medium,Low Floor
house, Atlantic heritage,2,9,9,3,Relatively New,60,1,0,2,Low,High Floor
flat, Godrej Horizon Delhi,2.79,4,4,3+,Relatively New,2194,1,0,2,High,Low Floor
house, Ashiana Prem Aangan,11,5,5,3+,Relatively New,3096,1,1,0,Low,Low Floor
flat, Apna Ghar,0.85,3,3,3+,Relatively New,1561,0,0,0,Medium,Mid Floor
flat, Agarwal Lifestyle,0.55,2,2,2,Under Construction,823,0,0,0,Low,Mid Floor
flat, ANA Avant Garde Phase 1,2.75,3,4,3+,Moderately Old,2574,0,0,0,Low,Mid Floor
house, Hiranandani Garden Powai,2.1,2,8,3+,Moderately Old,900,0,0,1,Low,Mid Floor
house, Ajmera Midtown,2.4,3,3,2,Moderately Old,2000,0,1,0,Low,Low Floor
flat," Lodha Allura, Worli",0.9,2,2,3+,Moderately Old,1100,0,0,1,High,Mid Floor
flat, Arsiwala Essar Apex,1.25,3,3,3,Under Construction,2283,0,0,0,Low,Mid Floor
house, Godrej Horizon Delhi,12.5,4,4,3+,Relatively New,3600,1,0,0,Medium,Low Floor
flat, Aristocrat Jai Savitri CHSL,0.28,2,2,2,New Property,694,0,0,0,Low,Mid Floor
house, Prestige Jasdan Classic,5.5,4,4,3+,Moderately Old,1800,0,1,0,Low,Low Floor
house, Ajmera Treon,0.5,2,2,2,New Property,450,1,0,0,Low,Low Floor
house, Prestige Jasdan Classic,6,3,5,3+,Old Property,1800,0,0,1,Low,Mid Floor
flat, Lodha Bellagio Delhi,0.72,3,3,2,Moderately Old,1350,0,0,0,Low,Mid Floor
flat, Arihant Anmol Phase II,1.36,3,3,1,Relatively New,1291,0,0,0,Medium,High Floor
flat, Airoli Tower,1.1,3,3,3,Moderately Old,1580,1,0,0,Medium,Mid Floor
flat, Arihant Anmol Phase II,1.95,4,4,2,Relatively New,1819,0,0,0,High,Low Floor
flat, Arkade Earth Hazel,1.27,3,4,3,Relatively New,1800,1,0,0,Medium,High Floor
flat, Lodha Bellagio Delhi,1.19,2,2,3,Relatively New,1670,0,0,0,Low,High Floor
flat, Arsiwala Essar Apex,2.08,4,4,3,New Property,2211,1,0,0,Medium,Low Floor
flat, Piramal Mahalaxmi,1.2,2,2,3,Relatively New,1073,0,0,0,Low,Low Floor
house," Lodha Allura, Worli",0.07,1,1,0,Relatively New,33,0,0,0,Low,Low Floor
house, Raymond Tenx Habitat Delhi,5.7,4,4,3+,Relatively New,5400,1,0,0,Medium,Mid Floor
house, Ashiana Prem Aangan,9.5,9,9,3+,Old Property,2844,0,0,0,Medium,Mid Floor
flat, Aadi Allure Wings A To E,0.96,2,2,2,Under Construction,1194,0,0,0,Low,Low Floor
flat, Aadi Allure Wings A To E,2.35,3,4,3+,Relatively New,1558,1,0,0,Medium,High Floor
flat, Ashar Edge,2.2,3,3,2,New Property,1721,0,0,0,High,Mid Floor
house, ANA Avant Garde Phase 1,5.15,5,7,3,Moderately Old,2727,1,0,1,Medium,Low Floor
flat, Ashar Edge,1.65,2,2,2,Under Construction,1333,0,0,0,Low,Low Floor
flat, Agami Emerald,1.35,3,4,2,Moderately Old,1398,1,0,0,Low,Mid Floor
flat, Arsiwala Essar Apex,0.5,3,3,2,Under Construction,778,0,0,0,Low,Low Floor
house, Birla Niyaara Worli,6,5,4,3,New Property,2700,0,0,0,Low,Mid Floor
flat, Raymond Tenx Habitat Delhi,2.1,3,4,3+,Relatively New,2100,1,0,1,High,High Floor
flat, Ashford Royale,1.1,3,2,2,Relatively New,1350,0,0,0,Low,Mid Floor
flat, Ajmera Treon,0.43,2,2,1,Relatively New,722,0,0,0,Low,Low Floor
flat, Ajmera Vishwa Nagri Building No 3 And 4,1.25,4,4,3+,Moderately Old,2946,0,0,1,Low,Mid Floor
flat," Ahuja Towers, Prabhadevi",1.6,3,3,3,New Property,1774,0,0,0,Medium,Mid Floor
flat, Ahuja Tower,2.6,4,4,3+,Relatively New,2273,0,0,0,Low,Low Floor
flat, Ashish,1.4,4,4,3,Relatively New,2167,1,0,0,Low,Mid Floor
flat, Adityaraj Saphalya,2.78,3,3,3+,Relatively New,2047,0,0,1,High,Mid Floor
flat, Acropolis,0.56,1,1,2,Moderately Old,722,0,0,0,Medium,Mid Floor
flat, Atlanta Enclave,2.1,3,4,3+,New Property,1600,1,0,1,Medium,High Floor
house, Ankurdev Danvijay CHSL,2.95,2,2,2,Moderately Old,1449,0,0,0,Low,Low Floor
flat, Godrej Horizon Delhi,2.6,3,3,3+,Relatively New,1650,0,0,0,Low,Mid Floor
flat, Anora Residency,0.7,2,3,3+,Under Construction,1299,0,0,0,Medium,High Floor
house, Ashiana Prem Aangan,10.85,6,6,1,Relatively New,2844,0,1,1,Medium,Mid Floor
flat, Ajmera Vishwa Nagri Building No 3 And 4,1,3,4,0,New Property,2480,0,0,0,Low,Mid Floor
house, Ajmera Treon,0.55,2,1,1,Moderately Old,75,0,0,0,Low,Low Floor
house, Arihant Darshan,3.69,4,4,2,Moderately Old,1557,1,0,1,Medium,Low Floor
flat, Lodha Bellagio Delhi,2,3,4,3,Relatively New,2179,1,0,0,Low,Mid Floor
flat, Amardeep Anutham,1.17,3,4,3+,Relatively New,1186,1,0,0,Low,High Floor
house, Mahindra Happinest Kalyan,1.5,5,5,2,Old Property,1350,0,0,0,Low,Mid Floor
flat, Birla Niyaara Worli,1.25,2,2,3,Relatively New,1402,0,0,0,Low,High Floor
flat, Adityaraj Saphalya,1.2,3,3,2,Relatively New,200,0,0,0,Low,Low Floor
flat, Aadi Allure Wings A To E,0.9,2,2,3,New Property,1231,0,0,0,Medium,Mid Floor
flat, Godrej Horizon Delhi,1.7,3,3,3,Relatively New,1081,0,0,1,Medium,Mid Floor
flat, Amidhara,2.65,3,3,3+,Moderately Old,2491,1,0,0,High,Mid Floor
flat," Lodha Allura, Worli",1.05,2,2,3,New Property,1175.97,0,0,0,Low,Low Floor
flat, Ajmera I Land,3.7,4,5,3,Relatively New,2534,1,0,1,High,Mid Floor
house, Apsara Heritage,3.49,4,4,2,Moderately Old,1728,1,0,1,Low,Mid Floor
flat, Arsiwala Essar Apex,1.65,3,3,2,Relatively New,1699,0,0,0,Medium,High Floor
flat, ACME Avenue,1.8,3,3,3+,Relatively New,1845,0,0,1,Medium,High Floor
flat, Avanya,0.8,2,2,3+,Relatively New,1204,0,0,1,High,Mid Floor
house, Mahindra Happinest Kalyan,1.7,1,1,2,Old Property,2000,0,0,0,Low,Low Floor
flat," Lodha Allura, Worli",0.27,2,2,2,Relatively New,619,0,0,0,Low,Mid Floor
house, Anand Ashram,0.45,1,1,1,Moderately Old,556,0,0,0,Low,Mid Floor
flat, Amardeep Anutham,0.87,2,2,3+,New Property,1120,0,0,0,High,Low Floor
flat, Avanya,0.88,2,2,3+,Relatively New,1236,0,0,0,Medium,Mid Floor
flat, Ashford Royale Tower D,1.85,4,4,0,New Property,2556,0,0,0,Low,Mid Floor
flat, Ashar Edge,2.04,3,3,3+,Moderately Old,1595,1,0,1,High,High Floor
house, Ahuja Prasadam,2.1,2,6,3+,Relatively New,1215,0,0,0,Low,Mid Floor
flat, Aadi Allure Wings A To E,2.25,3,3,3+,Relatively New,1929,1,0,2,High,High Floor
flat, Annapurna Kasturi Heights,2.2,2,2,2,Relatively New,1244,0,0,0,Low,Mid Floor
flat, Agarwal Doshi Complex,0.39,1,1,2,New Property,294,0,0,0,Low,Low Floor
flat, Aadinath Developers Prem Narayan Residency,5.8,3,4,3+,Old Property,3700,1,0,2,Medium,Mid Floor
flat, Aadi Allure Wings A To E,0.95,2,2,2,Relatively New,1150,0,0,1,High,High Floor
flat, Ashwamedh Atlantis,0.7,2,3,2,Relatively New,1502,0,0,1,Low,Mid Floor
flat, Anora Residency,1.27,3,3,3,Relatively New,1581,0,0,0,Low,Low Floor
flat, Shapoorji Pallonji Skyraa,1.25,3,2,0,Relatively New,1991,0,0,1,Medium,Low Floor
flat, Ahuja Tower,2.85,4,4,3+,New Property,2179,1,0,2,High,Low Floor
house, ANA Avant Garde Phase 1,7.25,3,4,2,Moderately Old,2592,1,1,1,Medium,Low Floor
flat," Lodha Allura, Worli",0.75,3,2,3+,New Property,1201,0,0,0,Medium,Mid Floor
flat, ACME Ozone Phase 2,2.14,4,6,3+,Relatively New,2718,1,0,0,Medium,Mid Floor
flat, Agami Emerald,1.07,2,2,2,Under Construction,1253,0,0,0,Medium,High Floor
flat, Lodha Bellagio Delhi,2.6,3,3,3,Under Construction,2129,1,0,0,Low,High Floor
house, Adhiraj Zinnia,9.5,5,5,3,Relatively New,7450,1,0,0,Low,Low Floor
house, Ajmera Treon,1.1,4,4,3+,Old Property,1800,0,0,0,Low,Low Floor
flat, Avanya,1.3,3,3,3,Relatively New,1547,0,0,0,Medium,Mid Floor
flat, Ajmera Vishwa Nagri Building No 3 And 4,0.91,3,3,3+,Moderately Old,1900,1,0,0,Low,Mid Floor
flat, Amardeep Anutham,1.14,3,4,3,Relatively New,1305,1,0,0,Low,Mid Floor
house, Adani Estates Western Heights Phase 1 Residential,0.6,2,2,1,Moderately Old,558,0,0,0,Low,Low Floor
house, Ambrosia,0.6,4,3,1,Moderately Old,1170,0,0,0,Low,Low Floor
flat, Aristocrat Jai Savitri CHSL,0.17,1,1,1,Relatively New,3569,0,0,0,Medium,High Floor
flat, Hiranandani Garden Powai,3,3,5,3+,Old Property,2590,0,0,0,Low,Mid Floor
flat, Lodha Bellagio Delhi,1.31,2,2,2,Relatively New,1822,1,0,0,Medium,Mid Floor
flat, Anmol Apartment,3.2,4,4,0,Under Construction,3225,0,0,0,Low,Mid Floor
flat, Amardeep Anutham,1,2,2,3+,New Property,940,0,0,1,Low,Low Floor
flat, ACME Avenue,1.85,3,3,3+,Under Construction,1798,0,0,0,Low,High Floor
flat, ACME Ozone Phase 2,0.8,2,2,0,Relatively New,1450,0,0,0,Medium,Mid Floor
flat, Aadi Allure Wings A To E,0.39,2,2,2,Relatively New,667,0,0,0,Low,Mid Floor
house, Arkade Earth,4.45,6,6,3,Moderately Old,2880,1,1,2,High,Mid Floor
flat, Avanya,0.5,3,2,2,Relatively New,717,0,0,0,Low,Mid Floor
house, Ajita Complex,1.45,1,4,3+,Relatively New,60,0,1,0,Medium,Mid Floor
flat," Lodha Allura, Worli",0.5,2,2,2,New Property,591,0,0,0,Low,Mid Floor
flat, Kumar Parasmani Ghatkopar,3.55,3,5,3+,Old Property,2367,1,0,1,Medium,High Floor
house, Agami Emerald,8,4,4,3+,Old Property,7000,1,1,0,Medium,Low Floor
house, Ajmera Treon,4.12,2,1,3+,Moderately Old,4635,0,0,0,Low,Low Floor
house," Sheth Beau Pride, Bandra",2.75,4,4,3+,Relatively New,5000,0,0,0,Low,Mid Floor
flat," Sheth Beau Pride, Bandra",1.1,4,3,2,New Property,1778,0,0,0,Low,High Floor
flat," Sheth Beau Pride, Bandra",1.6,3,3,3,Relatively New,1765,1,0,1,Medium,Mid Floor
house," Ahuja Towers, Prabhadevi",1.25,3,3,2,Under Construction,1423,0,0,0,Low,Low Floor
flat, Apna Ghar,1.1,3,3,2,Relatively New,1584,0,0,0,Medium,Mid Floor
flat, Agarwal Agarwal Exotica,0.89,2,2,3+,Relatively New,1302,0,0,1,Low,Mid Floor
flat, Alfa Mana A M Residency,3.4,3,4,3,Relatively New,2200,1,1,1,Medium,Mid Floor
house, Aashvi Heights,3,4,4,0,Old Property,3000,0,0,0,Low,Low Floor
house, Ajmera Redwood Building,5.51,3,3,2,Moderately Old,3249,0,0,0,Low,Mid Floor
flat, ACME Ozone Phase 2,1.69,3,3,3+,Relatively New,1670,0,0,0,Low,Mid Floor
flat, Amidhara,2.75,3,3,3,Moderately Old,2400,1,0,0,Medium,Mid Floor
house, Amidhara,10.3,5,6,3+,Moderately Old,3240,1,1,1,High,Mid Floor
flat, Aristocrat Jai Savitri CHSL,0.56,2,2,3,New Property,896,0,0,0,Low,High Floor
flat, Ace Homes,1.5,1,1,0,Moderately Old,300,0,0,0,Low,Low Floor
flat, Agami Emerald,1.27,2,2,3+,Under Construction,1252,0,0,0,Low,Mid Floor
flat, ACME Ozone Phase 2,1.25,3,4,3,Under Construction,2012,1,0,0,Medium,High Floor
flat, Alfa Mana A M Residency,4.5,5,5,3+,New Property,3321,1,0,0,Medium,High Floor
flat, Akanksha,1.4,5,4,2,Moderately Old,2172,0,0,0,Low,Low Floor
flat, Ashwamedh Atlantis,0.4,2,2,1,New Property,575,0,0,0,Low,Mid Floor
flat, Hiranandani Garden Powai,1,1,1,1,Old Property,995,0,0,1,Medium,Low Floor
flat, Arihant Anmol Phase II,3.25,4,5,3+,Relatively New,2910,0,0,0,Low,High Floor
flat," Ahuja Towers, Prabhadevi",1.3,3,3,2,New Property,1581,0,0,0,Low,Low Floor
flat, Ankurdev Danvijay CHSL,1.74,3,3,3+,Old Property,2400,1,0,1,Medium,Low Floor
flat, Amara,0.55,2,2,2,Old Property,900,0,0,0,Medium,Low Floor
flat, Lodha Bellagio Delhi,1.3,2,2,3,Under Construction,1130,0,0,0,Medium,High Floor
house, Aashvi Heights,0.29,2,1,0,Old Property,891,0,0,0,Low,Low Floor
house," Lodha Allura, Worli",0.5,2,4,3,Relatively New,725,0,0,0,Low,Mid Floor
house, Ashish Samriddhi,7.25,9,8,3,Old Property,2475,1,0,1,Medium,Mid Floor
house, Ashar Edge,2.01,3,3,3,Under Construction,1549,0,0,0,Medium,Mid Floor
